ID;ENLACE PERMANENTE;NOMBRE USUARIO;@;FECHA;RETWEETS;FAVORITO;MENCIONA;HASHTAGS;GEO;TEXTO;
;;;;;;;;;;;
1,14E+18;,https://twitter.com/prefecturaLoja/status/1135994026858024960;,prefecturaLoja;,None;,2019-06-04 19:37:36+00:00;0,7;0,1;,@MunicipioDeLoja @Cultura_Ec;,#FIAVL #LojaEsArte #CaminoAlProgreso;,;",""b'\xc2\xa1FESTIVAL INTERNACIONAL DE ARTES VIVAS SE QUEDA EN LOJA! El Prefecto, Viceprefecta y m\xc3\xa1s autoridades fueron testigos de la firma del acta compromiso entre @MunicipioDeLoja y @Cultura_Ec, que garantiza la realizaci\xc3\xb3n del #FIAVL, por 4 a\xc3\xb1os. #LojaEsArte | #CaminoAlProgreso'""";
;;;;;;;;;;;
1,14E+18;,https://twitter.com/estosucedeloja/status/1135964306061832193;,estosucedeloja;,None;,2019-06-04 17:39:30+00:00;0,1;0,1;,;,#Loja #FIAVL #FIAVLoja2019;,;",""b'3/3 #Loja | Lineamentos, directrices, acciones conjuntas, trabajo articulado, estrategias y contenidos para la promoci\xc3\xb3n de la imagen y marca del #FIAVL ,entre el Ministerio y la Alcald\xc3\xada, son algunas de las cl\xc3\xa1usulas que se establecen en el convenio. #FIAVLoja2019'""";
;;;;;;;;;;;
1,14E+18;,https://twitter.com/ConectadosLoja/status/1135964161987489792;,ConectadosLoja;,None;,2019-06-04 17:38:56+00:00;0,6;0,1;,@Cultura_Ec @RaPerezTorresEc;,#Loja #FIAVL #FIAVL;,;,b'#Loja | El Alcalde del Cant\xc3\xb3n Jorge Bailon Abad junto al Ministro de @Cultura_Ec @RaPerezTorresEc firmaron documento de acuerdo mutuo que tendr\xc3\xa1 una vigencia de 4 a\xc3\xb1os que garantiza el desarrollo normal del #FIAVL 2019 Loja tendr\xc3\xa1 #FIAVL para largo.';
;;;;;;;;;;;
1,14E+18;,https://twitter.com/estosucedeloja/status/1135963458137133056;,estosucedeloja;,None;,2019-06-04 17:36:08+00:00;0,1;0,1;,@Cultura_Ec;,#FIAVL #Loja #FIAV2019 #FIAVLoja2019;,;",""b'2/3 FIRMAN CONVENIO DE COOPERACI\xc3\x93N INSTITUCIONAL PARA FORTALECER EL #FIAVL #Loja | El documento de acuerdo mutuo tendr\xc3\xa1 una vigencia de cuatro a\xc3\xb1os y fue firmado por Ra\xc3\xbal P\xc3\xa9rez Torres, ministro de @Cultura_Ec y Jorge Bail\xc3\xb3n, alcalde de Loja #FIAV2019 #FIAVLoja2019'""";
;;;;;;;;;;;
1,14E+18;,https://twitter.com/estosucedeloja/status/1135962116370968576;,estosucedeloja;,None;,2019-06-04 17:30:48+00:00;0,1;0;,;,#Loja #FIAVL #FIAVL2019 #FIAVLoja2019 #EstoSucedeLoja;,;,b'1/3 #Loja | Ministerio de Cultura y Patrimonio y Municipio de Loja suscribieron un convenio de cooperaci\xc3\xb3n interinstitucional para el fortalecimiento y potenciaci\xc3\xb3n del #FIAVL. Con ello se garantiza la realizaci\xc3\xb3n del #FIAVL2019 . #FIAVLoja2019 #EstoSucedeLoja';
;;;;;;;;;;;
1,14E+18;,https://twitter.com/MunicipioDeLoja/status/1135950728139288582;,MunicipioDeLoja;,None;,2019-06-04 16:45:33+00:00;0,6;0,17;,@BailonOficial @Cultura_Ec @RaPerezTorresEc;,#FIAVL #FIAVL #FIAVL #LojaParaTodos;,;,b'Porque #FIAVL naci\xc3\xb3 en Loja y se quedar\xc3\xa1 en Loja Alcalde @BailonOficial junto al @Cultura_Ec @RaPerezTorresEc firmaron documento de acuerdo mutuo que tendr\xc3\xa1 una vigencia de 4 a\xc3\xb1os que garantiza el desarrollo normal del #FIAVL Loja tendr\xc3\xa1 #FIAVL para largo. #LojaParaTodos';
;;;;;;;;;;;
1,14E+18;,https://twitter.com/CronicaLoja/status/1135921986142638081;,CronicaLoja;,None;,2019-06-04 14:51:20+00:00;0,4;0,4;,;,;,;,b'Mostrar a Loja como un punto tur\xc3\xadstico de arte es el objetivo. Convenio interinstitucional marca el punto de partida del IV Fiavl. Se priorizar\xc3\xa1 el talento lojano. http://bit.ly/JAM-Fiavl';
;;;;;;;;;;;
1,13E+18;,https://twitter.com/CronicaLoja/status/1133163783915003906;,CronicaLoja;,None;,2019-05-28 00:11:13+00:00;0,1;0,2;,;,#fiavl;,;",""b'Las gestiones empezaron. No existe una fecha para firmar el acuerdo, pero con seguridad ser\xc3\xa1 en los pr\xc3\xb3ximos meses antes del IV Festival Internacional de Artes Vivas Loja 2019 #fiavl. Tambi\xc3\xa9n devolver\xc3\xa1n la Casona Universitaria. http://bit.ly/DevoTea'""";
;;;;;;;;;;;
1,13E+18;,https://twitter.com/TeatroBenjaminC/status/1131681869135863808;,TeatroBenjaminC;,None;,2019-05-23 22:02:37+00:00;0,5;0,4;,@TeatroBenjaminC @RicardoSempert3;,#FIAVL2019 #LojaEsCultura #TeatroDePuertasAbiertas;,;",""b'INTERINSTITUCIONAL | #FIAVL2019 El @TeatroBenjaminC, bajo la Direcci\xc3\xb3n del maestro @RicardoSempert3, mantiene reuniones previas con el fin de identificar soluciones conjuntas para la organizaci\xc3\xb3n y desarrollo del FIAVL #LojaEsCultura #TeatroDePuertasAbiertas'""";
;;;;;;;;;;;
1,13E+18;,https://twitter.com/Cultura_Ec/status/1131248886759215105;,Cultura_Ec;,None;,2019-05-22 17:22:06+00:00;0,6;0,4;,;,#CulturaYPatrimonio;,;,b'NOTICIA Ministerio de Cultura Patrimonio y Alcalde de Loja se reunieron para la IV edici\xc3\xb3n del FIAVL Leer nota: http://bit.ly/2YHKhby #CulturaYPatrimonio';
;;;;;;;;;;;
1,13E+18;,https://twitter.com/Cultura_Zonal7/status/1131247893954945024;,Cultura_Zonal7;,None;,2019-05-22 17:18:10+00:00;0,1;0,1;,@maomorenolara @Cultura_Zonal7 @RicardoSempert3 @TeatroBenjaminC;,;,;",""b'@maomorenolara, coordinador de @Cultura_Zonal7, @RicardoSempert3, director del @TeatroBenjaminC y Jorge Bail\xc3\xb3n Alcalde de Loja, sostuvieron un primer acercamiento de con miras a la articulaci\xc3\xb3n interinstitucional para la realizaci\xc3\xb3n del FIAVL, 2019. https://www.culturaypatrimonio.gob.ec/ministerio-de-cultura-patrimonio-y-alcalde-de-loja-se-reunieron-para-la-iv-edicion-del-fiavl/'""";
;;;;;;;;;;;
1,12E+18;,https://twitter.com/TheTheatreTimes/status/1122502328492359681;,TheTheatreTimes;,None;,2019-04-28 14:06:24+00:00;0;0,1;,;,#Theatre #Festivals #Ecuador;,;",""b'The Third Edition Of Loja\xe2\x80\x99s International Festival Of Living Arts, Ecuador (FIAVL 2018) #Theatre #Festivals #Ecuador'""";
;;;;;;;;;;;
1,11E+18;,https://twitter.com/MinturZonal7/status/1111439268931502082;,MinturZonal7;,None;,2019-03-29 01:25:45+00:00;0,1;0,3;,;,#Destacado;,;,b'#Destacado | Premian a ganadores del concurso a la fotograf\xc3\xada Mi Mejor Momento FIAVL 2018. https://bit.ly/2JXECLU';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/CronicaLoja/status/1111376620542001152;,CronicaLoja;,None;,2019-03-28 21:16:49+00:00;0;0,1;,;,#FIAVL;,;,b'Premian a ganadores del concurso a la mejor fotograf\xc3\xada del III Festival Internacional de Artes Vivas #FIAVL http://bit.ly/IIIFIAVL';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/radiolimontv/status/1111161766271221760;,radiolimontv;,None;,2019-03-28 07:03:04+00:00;0;0;,;,#EcuadorEsTurismo;,;,b'Concurso fotogr\xc3\xa1fico \xe2\x80\x98Mi Mejor Momento FIAVL 2018\xe2\x80\x99 tiene sus ganadores https://bit.ly/2HYMeLF #EcuadorEsTurismo';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/TurismoEc/status/1111058319035240448;,TurismoEc;,None;,2019-03-28 00:12:00+00:00;0,5;0,7;,;,#EcuadorEsTurismo;,;,b'Concurso fotogr\xc3\xa1fico \xe2\x80\x98Mi Mejor Momento FIAVL 2018\xe2\x80\x99 tiene sus ganadores https://bit.ly/2HYMeLF #EcuadorEsTurismo';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/MinturZonal7/status/1110986111004872705;,MinturZonal7;,None;,2019-03-27 19:25:04+00:00;0,1;0,3;,;,#Noticia;,;,b'#Noticia | Concurso fotogr\xc3\xa1fico \xe2\x80\x98Mi Mejor Momento FIAVL 2018\xe2\x80\x99 tiene sus ganadores. https://bit.ly/2HYMeLF';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/ivanvelezb/status/1110975996033990656;,ivanvelezb;,None;,2019-03-27 18:44:53+00:00;0;0;,;,;,;,b'Concurso fotogr\xc3\xa1fico \xe2\x80\x98Mi Mejor Momento FIAVL 2018\xe2\x80\x99 tiene sus ganadores https://www.turismo.gob.ec/concurso-fotografico-mi-mejor-momento-fiavl-2018-tiene-sus-ganadores/';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/ConectadosLoja/status/1110754218221162496;,ConectadosLoja;,None;,2019-03-27 04:03:37+00:00;0,6;0,13;,@festivaloffloja @BailonOficial;,#Loja;,;,b'CONVOCATORIA AL FIAVL 2019 #Loja || El Ing. Jorge Bail\xc3\xb3n Abad por invitaci\xc3\xb3n del GAD Municipal de Loja asisti\xc3\xb3 al evento de Lanzamiento de la Convocatoria IV Edici\xc3\xb3n del Festival Internacional de las Artes Vivas - OFF Loja. Foto | @festivaloffloja | @BailonOficial';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/111stefano/status/1107809566404894720;,111stefano;,None;,2019-03-19 01:02:37+00:00;0;0;,;,#Loja #FIAVL #Bailon #Bailon #FIAVL;,;,b'#Loja Se imaginan el #FIAVL en manos de #Bailon? No no no Cuidemos a Loja. Voten por cualquiera pero cuidemos a Loja. #Bailon descuido a Loja y lo m\xc3\xa1s probable es que haga lo mismo y da\xc3\xb1e el #FIAVL y lo convierta en una cantina o taberna';
;;;;;;;;;;;
1,11E+18;,https://twitter.com/111stefano/status/1105218816659869696;,111stefano;,None;,2019-03-11 21:27:54+00:00;0;0,1;,@BailonOficial;,#Loja #FIAVL #festival;,;",""b'Lojanos, no pertenezco a un partido pol\xc3\xadtico sin embargo ahora que estamos en la \xc3\xa9poca electoral pensemos en lo que hace bien a #Loja. Tenemos en las importante festival que es el festival de las artes vivas #FIAVL. Imaginemos el #festival en manos de @BailonOficial...'""";
;;;;;;;;;;;
1,10E+18;,https://twitter.com/escalonfilmsec/status/1102944406674554881;,escalonfilmsec;,None;,2019-03-05 14:50:12+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Clausura - ENEMIGO DEL PUEBLO Compa\xc3\xb1\xc3\xada Nacional de Teatro - M\xc3\x89XICO Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte &... https://www.facebook.com/ESCALONFILMS/videos/605374516552450/';
;;;;;;;;;;;
1,10E+18;,https://twitter.com/escalonfilmsec/status/1102942683469963271;,escalonfilmsec;,None;,2019-03-05 14:43:22+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Inauguraci\xc3\xb3n - ENEMIGO DEL PUEBLO Compa\xc3\xb1\xc3\xada Nacional de Teatro - M\xc3\x89XICO Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte &... https://www.facebook.com/ESCALONFILMS/posts/2149680831744198';
;;;;;;;;;;;
1,10E+18;,https://twitter.com/escalonfilmsec/status/1100520581622054917;,escalonfilmsec;,None;,2019-02-26 22:18:47+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Selecci\xc3\xb3n Oficial - MUCHO RUIDO POR NADA - Teatro La Plaza - PER\xc3\x9a Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte &... https://www.facebook.com/ESCALONFILMS/videos/2344184312272375/';
;;;;;;;;;;;
1,10E+18;,https://twitter.com/escalonfilmsec/status/1099050028570738689;,escalonfilmsec;,None;,2019-02-22 20:55:20+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Selecci\xc3\xb3n Oficial - MUCHO RUIDO POR NADA - Teatro La Plaza - PER\xc3\x9a Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte &... https://www.facebook.com/ESCALONFILMS/posts/2134164789962469';
;;;;;;;;;;;
1,10E+18;,https://twitter.com/escalonfilmsec/status/1095501473369202688;,escalonfilmsec;,None;,2019-02-13 01:54:39+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Selecci\xc3\xb3n Oficial - SARAGURO Loja Danza - ECUADOR Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte & Escenograf\xc3\xada : Alicia... https://www.facebook.com/ESCALONFILMS/posts/2118093304902951';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1093526837379108864;,escalonfilmsec;,None;,2019-02-07 15:08:09+00:00;0;0;,;,;,;",""b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Coproducci\xc3\xb3n - SANGURIMAS Grupo Teatro Malayerba QUITO, Grupo Teatro La Trinchera MANTA, Mu\xc3\xa9gano Teatro GUAYAQUIL - ECUADOR Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n...'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/activeadventour/status/1093321611774701568;,activeadventour;,None;,2019-02-07 01:32:39+00:00;0,1;0;,;,;,;,b'Active Adventour: Artes vivas FIAVL 2018 https://activeadventour.blogspot.com/2019/02/artes-vivas-fiavl-2018.html?spref=tw';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1093199998618079233;,escalonfilmsec;,None;,2019-02-06 17:29:25+00:00;0;0;,;,;,;",""b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Selecci\xc3\xb3n Oficial - CANTARES LOJANOS Edgar Palacios & Orquesta Infanto Juvenil de Rumi\xc3\xb1ahui, Orquesta Sinf\xc3\xb3nica Juvenil del Gobierno Provincial de El Oro, Banda Sinf\xc3\xb3nica...'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1092890001426264064;,escalonfilmsec;,None;,2019-02-05 20:57:35+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Selecci\xc3\xb3n Oficial - CANTARES LOJANOS - Edgar Palacios Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte & Escenograf\xc3\xada : Alicia... https://www.facebook.com/ESCALONFILMS/posts/2107141652664783';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/activeadventour/status/1092509053861969921;,activeadventour;,None;,2019-02-04 19:43:50+00:00;0,2;0;,;,;,;,b'Active Adventour: MI PRIMERA VEZ EN LAS FIAVL https://activeadventour.blogspot.com/2019/01/mi-primera-vez-en-las-fiavl.html?spref=tw';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1092419409841455105;,escalonfilmsec;,None;,2019-02-04 13:47:38+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Coproducci\xc3\xb3n - L\xc3\x8dNEA Y CONTORNO DE UN ABISMO Compa\xc3\xb1\xc3\xada Nacional de Danza & Laura Aris - ECUADOR - ESPA\xc3\x91A Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC :... https://www.facebook.com/ESCALONFILMS/videos/543214999530015/';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1092098449242288129;,escalonfilmsec;,None;,2019-02-03 16:32:15+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Inauguraci\xc3\xb3n - GYPSY EXPRESS - Burning Caravan Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte & Escenograf\xc3\xada : Alicia... https://www.facebook.com/ESCALONFILMS/videos/604497643332872/';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1091376934423052288;,escalonfilmsec;,None;,2019-02-01 16:45:12+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Inauguraci\xc3\xb3n - GYPSY EXPRESS - La Gata Cirko Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte & Escenograf\xc3\xada : Alicia Herrera... https://www.facebook.com/ESCALONFILMS/videos/236466873898639/';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1091373858345664514;,escalonfilmsec;,None;,2019-02-01 16:32:59+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N T\xc3\x89CNICA GENERAL FIAVL 2018 - Inauguraci\xc3\xb3n - GYPSY EXPRESS - La Gata Cirko Producci\xc3\xb3n General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n T\xc3\xa9cnica General TNBC : Fer Vallejo Direcci\xc3\xb3n de Arte & Escenograf\xc3\xada : Alicia Herrera Asistente de... https://fb.com/canvas_doc/391483018328166';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1090650924262060038;,escalonfilmsec;,None;,2019-01-30 16:40:18+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N GENERAL FIAVL 2018 - Inauguraci\xc3\xb3n - GYPSY EXPRESS La Gata Cirko - Colombia Producci\xc3\xb3n T\xc3\xa9cnica General : Dany Jim\xc3\xa9nez Producci\xc3\xb3n General : Fer Vallejo Arte & Escenograf\xc3\xada : Alicia Herrera Asistente de... https://www.facebook.com/ESCALONFILMS/posts/2097569856955296';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1088813417325084677;,escalonfilmsec;,None;,2019-01-25 14:58:42+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N GENERAL FIAVL 2018 - Coproducci\xc3\xb3n - L\xc3\x8dNEA Y CONTORNO DE UN ABISMO Compa\xc3\xb1\xc3\xada Nacional de Danza del Ecuador + Laura Aris Concepto y Direcci\xc3\xb3n : Laura Aris Asistente de Direcci\xc3\xb3n: Cristina Baquerizo... https://www.facebook.com/ESCALONFILMS/posts/2090225411023074';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/franzpc/status/1088077750819274752;,franzpc;,None;,2019-01-23 14:15:25+00:00;0;0,1;,@veronicaariasf;,#FIAVL;,;",""b'Es bueno reconocer su trabajo para institucionalizar el #FIAVL. Creo que usted tambi\xc3\xa9n puede enviar una ley para tener indefinidamente el incentivo de 80 kW a quienes usan cocinas de inducci\xc3\xb3n, beneficiarios +750 000 familias. Antes que terminen de vender la pa\xc3\xads @veronicaariasf'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/MunicipioDeLoja/status/1087875759077773312;,MunicipioDeLoja;,None;,2019-01-23 00:52:47+00:00;0,5;0,7;,@utpl;,;,;",""b'@utpl entrega informaci\xc3\xb3n estad\xc3\xadstica del III FIAVL. Cristian Vi\xc3\xb1an, al exponer los resultados dijo que es la tercera vez que levantan estos indicadores en los que se refleja que el 92% de los consultados indican que la imagen de la ciudad es buena. https://goo.gl/3edzq9'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/utpl/status/1087836572521820161;,utpl;,None;,2019-01-22 22:17:04+00:00;0,7;0,16;,@utpl;,#FIAVL;,;,b'La alcaldesa de Loja Piedad Pineda agradece a la @utpl por la entrega del informe cuyos datos ser\xc3\xa1n de gran importancia en la planificaci\xc3\xb3n de la cuarta edici\xc3\xb3n del #FIAVL.';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/MunicipioDeLoja/status/1087833303196098560;,MunicipioDeLoja;,None;,2019-01-22 22:04:05+00:00;0,5;0,7;,;,#Loja #FIAVL;,;,b'#Loja | El medio de comunicaci\xc3\xb3n m\xc3\xa1s utilizado en el #FIAVL fueron las redes sociales con un 60%. Convirti\xc3\xa9ndose en la principal vitrina de promoci\xc3\xb3n para el mundo.';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/MunicipioDeLoja/status/1087831617580744705;,MunicipioDeLoja;,None;,2019-01-22 21:57:23+00:00;0,1;0,3;,;,#Loja #FIAVL;,;,b'#Loja | Alcaldesa Piedad Pineda Indicadores nos ayudar\xc3\xa1n a conocer las falencias y obst\xc3\xa1culos presentados en #FIAVL y con ello mejorar y corregir para la realizaci\xc3\xb3n de futuras ediciones.';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/MunicipioDeLoja/status/1087826565612871681;,MunicipioDeLoja;,None;,2019-01-22 21:37:18+00:00;0,1;0,1;,@utpl;,#Loja #FIAVL;,;,b'#Loja | Los visitantes de nacionalidades de Argentina y Espa\xc3\xb1a fueron los que m\xc3\xa1s arribaron a Loja para disfrutar de la III #FIAVL Estad\xc3\xadsticas fueron realizadas por el observatorio de la facultad de turismo de la @utpl .';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/escalonfilmsec/status/1086293410200342529;,escalonfilmsec;,None;,2019-01-18 16:05:06+00:00;0;0;,;,;,;,b'PRODUCCI\xc3\x93N GENERAL FIAVL 2018 - Obra de Gran Formato - SANGURIMAS COPRODUCCI\xc3\x93N Grupo Teatro Malayerba QUITO + Grupo Teatro La Trinchera MANTA + Mu\xc3\xa9gano Teatro GUAYAQUIL Direcci\xc3\xb3n General : Ar\xc3\xadstides Vargas... https://www.facebook.com/ESCALONFILMS/posts/2079956968716585';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/veronicaariasf/status/1085882652224376832;,veronicaariasf;,None;,2019-01-17 12:52:53+00:00;0,11;0,28;,;,#Loja #FIAVL #LojaDefiendeElFestival;,;",""b'Comparto con ustedes este editorial de Adolfo Coronel a quien agradezco por su reconocimiento a mi trabajo legislativo. #Loja, #FIAVL, #LojaDefiendeElFestival'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/lodelmomentoloj/status/1085542340004114432;,lodelmomentoloj;,None;,2019-01-16 14:20:36+00:00;0,1;0,6;,;,#Nacional #FIAVL #LDMnoticias #lodelmomentolojaLDM;,;",""b'#Nacional | La Ley del #FIAVL no tuvo observaciones por parte del Presidente de la Rep\xc3\xbablica y fue publicada en el Registro Oficial, como Espacio de Encuentro y Fomento de las expresiones Culturales e Identidad. #LDMnoticias #lodelmomentolojaLDM'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/FabianHC3RF/status/1085407160509624320;,FabianHC3RF;,barriolapileta;,2019-01-16 05:23:27+00:00;0;0;,;,#FIAVL;,;",""b'Felicitaciones a Usted y a quienes han hecho posible algo que ya es parte de la historia de LOJA. Ley Fue publicada en el Registro Oficial, por tanto la institucionalizaci\xc3\xb3n del #FIAVL ya es ley de nuestro pa\xc3\xads.'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/DdiegopozoP/status/1085378459784937472;,DdiegopozoP;,None;,2019-01-16 03:29:24+00:00;0,5;0,12;,@FestivalDeLoja @veronicaariasf @AsambleaEcuador @Cultura_Ec @SantiagoCarpioR @festivaloffloja;,#FIAVL;,;,b'Hoy fue publicada en Registro Oficial 405 la Ley de institucionalizaci\xc3\xb3n del \xe2\x81\xa6@FestivalDeLoja\xe2\x81\xa9. Felicitaciones nuevamente a la gesti\xc3\xb3n de \xe2\x81\xa6@veronicaariasf\xe2\x81\xa9. #FIAVL \xe2\x81\xa6@AsambleaEcuador\xe2\x81\xa9 \xe2\x81\xa6@Cultura_Ec\xe2\x81\xa9 \xe2\x81\xa6@SantiagoCarpioR\xe2\x81\xa9 \xe2\x81\xa6@festivaloffloja\xe2\x81\xa9';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/rasamaniegob/status/1085312389577363457;,rasamaniegob;,veronicaariasf;,2019-01-15 23:06:52+00:00;0;0,5;,;,#FIAVL #Loja;,;",""b'#FIAVL BIEN POR EL ECUADOR un referente para la cultura y las artes esc\xc3\xa9nicas en medio de una una ciudad, que es desde siempre y hasta siempre cuna de grandes artistas! #Loja'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/miregionec/status/1085312114510696448;,miregionec;,None;,2019-01-15 23:05:46+00:00;0,2;0,12;,;,#FIAVL;,;",""b'La Ley del Festival de Artes Vivas de Loja (FIAVL) no tuvo observaciones por parte del Presidente de la Rep\xc3\xbablica y fue publicada en el Registro Oficial, por tanto la institucionalizaci\xc3\xb3n del #FIAVL ya es ley de nuestro pa\xc3\xads.'""";
;;;;;;;;;;;
1,09E+18;,https://twitter.com/santidavid/status/1085294876177121281;,santidavid;,EducacionAN;,2019-01-15 21:57:16+00:00;0;0,1;,;,#Loxa #culpadecorrea;,;,b'*Por fin un proyecto que Lenin no veta *Que bueno que #Loxa retenga la sede *Hoy tantos candidatos a alcaldes ofrecen replicar el FIAVL * #culpadecorrea';
;;;;;;;;;;;
1,09E+18;,https://twitter.com/veronicaariasf/status/1085269774207238147;,veronicaariasf;,None;,2019-01-15 20:17:32+00:00;0,93;0,168;,;,#FIAVL #LojaDefiendeElFestival;,;",""b'La Ley del Festival de Artes Vivas de Loja (FIAVL) no tuvo observaciones por parte del Presidente de la Rep\xc3\xbablica y fue publicada en el Registro Oficial, por tanto la institucionalizaci\xc3\xb3n del #FIAVL ya es ley de nuestro pa\xc3\xads. #LojaDefiendeElFestival'""";
;;;;;;;;;;;
1,08E+18;,https://twitter.com/escalonfilmsec/status/1082297050178482182;,escalonfilmsec;,None;,2019-01-07 15:24:59+00:00;0;0;,;,#escalonfilms #allcrewgether #increwetrust #storytelling #magnificos7 #theAteam;,;,b'HIGHLIGHTS DE LAS JORNADAS DE ENSAYO-MONTAJE en el Teatro Nacional Benjam\xc3\xadn Carri\xc3\xb3n de la bella Loja ... OBRA DE GRAN FORMATO - SANGURIMAS - FIAVL 2018 #escalonfilms #allcrewgether #increwetrust #storytelling #magnificos7 #theAteam';
;;;;;;;;;;;
1,08E+18;,https://twitter.com/escalonfilmsec/status/1080604033310773249;,escalonfilmsec;,None;,2019-01-02 23:17:32+00:00;0;0;,;,#escalonfilms #allcrewgether #increwetrust #storytelling #magnificos7 #theAteam;,;,b'HIGHLIGHTS DE LAS JORNADAS DE PRE-PRODUCCI\xc3\x93N en Guayaquil y en Manta para la Obra de Gran Formato... SANGURIMAS SELECCI\xc3\x93N OFICIAL EN EL FIAVL 2018 !!! #escalonfilms #allcrewgether #increwetrust #storytelling #magnificos7 #theAteam';
;;;;;;;;;;;
